hour,day_name,quarter,trades,wins,pnl,win_rate
6,Sunday,Q1,45,28,10.1,62.22222222222222
19,Sunday,Q4,45,28,10.1,62.22222222222222
14,Wednesday,Q4,74,46,16.52,62.16216216216216
8,Tuesday,Q1,87,54,19.259999999999998,62.06896551724138
20,Tuesday,Q4,42,26,9.16,61.904761904761905
4,Wednesday,Q3,63,39,13.739999999999998,61.904761904761905
7,Thursday,Q2,76,47,16.479999999999997,61.8421052631579
11,Saturday,Q4,55,34,11.899999999999999,61.81818181818181
8,Monday,Q4,55,34,11.899999999999999,61.81818181818181
17,Sunday,Q1,34,21,7.319999999999999,61.76470588235294
2,Saturday,Q3,47,29,10.059999999999999,61.702127659574465
20,Sunday,Q3,47,29,10.059999999999999,61.702127659574465
0,Wednesday,Q1,47,29,10.059999999999999,61.702127659574465
